,Employee_ID,Age,Critical_Job_Role,Risk_of_Loss,Impact_of_Loss,Future_Leader,Gender,Generation,Managerial_Employee,Minority,Organization_Tenure_Months,Salary,Employment_Type,Employment_Type_2,High_Potential,Previous Functional Area,Previous Job Level,Previous Career Path,Previous Performance Rating,Previous Country,PrevCountryLat,PrevCountryLon,Previous Region,TimeInPrevPositionMonth,Current Functional Area,Current Job Level,Current Career Path,Current Performance Rating,Current Region,Current Country,CurCountryLat,CurCountryLon,Promotion within last 3 years,Changed Position within last 2 years,Change in Performance Rating,FunctionalAreaChangeType,JobLevelChangeType,Flight_Risk
6775,17319,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6776,17320,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,,,,,,,,,1,Service,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6777,17321,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6778,17322,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6779,17323,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6780,17324,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6781,17325,46,Yes,Low,Medium,Yes,Female,Generation X,Non-Managerial,Non-Minority,24,70000,Full-Time,Regular,No,,,,,,,,,1,R&D,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
6782,17326,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6783,17327,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6784,17328,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6785,17329,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6786,17330,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6787,17331,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6788,17332,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
6789,17333,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6790,17334,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6791,17335,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,,,,,,,,,1,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6792,17336,46,Yes,Medium,High,Yes,Female,Generation X,Managerial,Non-Minority,108,120000,Full-Time,Regular,No,,,,,,,,,1,R&D,2 - Specialist,Functional,3 - Meets Expectations,Americas,USA,39.78373,-100.445882,No,No,0 - Not available,No change,No change,No
6793,17337,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6794,17338,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6795,17339,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,5 - Senior Expert / Senior Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6796,17340,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6797,17341,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6798,17342,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6799,17343,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6800,17344,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,No change,No change,No
6801,17345,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Sales,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6802,17346,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6803,17347,46,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,15,40000,Full-Time,Regular,No,,,,,,,,,1,Sales,3 - Senior,Functional,3 - Meets Expectations,Americas,Argentina,-34.996496,-64.967282,No,No,0 - Not available,No change,No change,No
6804,17348,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6805,17349,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6806,17350,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,,,,,,,,,1,Service,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6807,17351,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,,,,,,,,,1,R&D,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6808,17352,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6809,17353,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Sales,4 - Expert / Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6810,17354,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,1 - Associate,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6811,17355,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6812,17356,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
6813,17357,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6814,17358,46,No,Unallocated,Unallocated,Yes,Female,Generation X,Non-Managerial,Non-Minority,2,70000,Full-Time,Regular,Yes,,,,,,,,,1,Service,5 - Senior Expert / Senior Manager,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,Yes,No,0 - Not available,No change,No change,No
6815,17359,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6816,17360,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6817,17361,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6818,17362,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6819,17363,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6820,17364,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6821,17365,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
6822,17366,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6823,17367,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6824,17368,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,Yes,,,,,,,,,1,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6825,17369,46,Yes,Unallocated,Unallocated,Yes,Male,Generation X,Non-Managerial,Non-Minority,204,85000,Full-Time,Regular,No,,,,,,,,,1,Sales,4 - Expert / Manager,Functional,3 - Meets Expectations,Americas,Brazil,-10.333333,-53.2,No,No,0 - Not available,No change,No change,No
6826,17370,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6827,17371,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6828,17372,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Support,2 - Specialist,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6829,17373,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6830,17374,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6831,17375,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,R&D,3 - Senior,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6832,17376,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6833,17377,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,3 - Meets Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6834,17378,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
6835,17379,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,1,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15672,26783,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,2 - Specialist,Functional,4 - Exceeds Expectations,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
15673,26784,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15674,26785,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15675,26786,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,4 - Expert / Manager,Project / Management,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,Yes,No,0 - Not available,External Hire,External Hire,No
15676,26787,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,2 - Specialist,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15677,26788,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,3 - Senior,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15678,26789,18,Yes,High,High,Yes,Female,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,No change,No change,No
15679,26790,18,Yes,High,High,Yes,Male,Generation Z,Non-Managerial,Non-Minority,2,63000,Full-Time,Regular,No,,,,,,,,,0,Service,4 - Expert / Manager,Functional,0 - No performance Measurement,EMEA,Germany,51.083420000000004,10.423447,No,No,0 - Not available,External Hire,External Hire,No
